"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-5", "1957", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-6", "1958", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-6", "1959", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-6", "1960", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-6", "1961", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-6", "1962", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=4"
"Thread-6", "1963", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-6", "1964", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-6", "1965", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-6", "1966", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-7", "1967", "ReadersWriters.java:162", "Line Step", "file=ReadersWriters.java, line=162"
"Thread-7", "1968", "ReadersWriters.java:162", "Field Read", "context=Writer:3, d"
"Thread-7", "1969", "ReadersWriters.java:162", "Method Call", "caller=Writer:3#run:3, target=Database:1#done_write:13"
"Thread-7", "1970", "ReadersWriters.java:100", "Method Entered", ""
"Thread-7", "1971", "ReadersWriters.java:102", "Line Step", "file=ReadersWriters.java, line=102"
"Thread-7", "1972", "ReadersWriters.java:102", "Field Read", "context=Database:1, s1"
"Thread-7", "1973", "ReadersWriters.java:103", "Line Step", "file=ReadersWriters.java, line=103"
"Thread-7", "1974", "ReadersWriters.java:103", "Field Write", "context=Database:1, w=0"
"Thread-7", "1975", "ReadersWriters.java:104", "Line Step", "file=ReadersWriters.java, line=104"
"Thread-7", "1976", "ReadersWriters.java:104", "Field Read", "context=Database:1, ww"
"Thread-7", "1977", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-7", "1978", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-7", "1979", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-7", "1980", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-7", "1981", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-8", "1982", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-7", "1983", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-8", "1984", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-7", "1985", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-7", "1986", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-7", "1987", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-9", "1988", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-7", "1989", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-9", "1990", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-7", "1991", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-7", "1992", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-7", "1993", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-5", "1994", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-7", "1995", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-5", "1996", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-7", "1997", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-7", "1998", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-7", "1999", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-6", "2000", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-7", "2001", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-6", "2002", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-7", "2003", "ReadersWriters.java:108", "Line Step", "file=ReadersWriters.java, line=108"
"Thread-7", "2004", "ReadersWriters.java:117", "Line Step", "file=ReadersWriters.java, line=117"
"Thread-7", "2005", "ReadersWriters.java:117", "Field Read", "context=Database:1, s1"
"Thread-7", "2006", "ReadersWriters.java:118", "Line Step", "file=ReadersWriters.java, line=118"
"Thread-8", "2007", "ReadersWriters.java:91", "Line Step", "file=ReadersWriters.java, line=91"
"Thread-7", "2008", "ReadersWriters.java:118", "Method Exit", "returner=Database:1#done_write:13, value=<void>"
"Thread-8", "2009", "ReadersWriters.java:91", "Field Read", "context=Database:1, ww"
"Thread-7", "2010", "ReadersWriters.java:162", "Method Returned", ""
"Thread-7", "2011", "ReadersWriters.java:157", "Line Step", "file=ReadersWriters.java, line=157"
"Thread-8", "2012", "ReadersWriters.java:91", "Field Write", "context=Database:1, ww=3"
"Thread-7", "2013", "ReadersWriters.java:157", "Variable Write", "context=Writer:3#run:3, i=3"
"Thread-7", "2014", "ReadersWriters.java:158", "Line Step", "file=ReadersWriters.java, line=158"
"Thread-8", "2015", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-7", "2016", "ReadersWriters.java:158", "Field Read", "context=Writer:3, d"
"Thread-8", "2017", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-7", "2018", "ReadersWriters.java:158", "Method Call", "caller=Writer:3#run:3, target=Database:1#request_write:18"
"Thread-7", "2019", "ReadersWriters.java:83", "Method Entered", ""
"Thread-7", "2020", "ReadersWriters.java:85", "Line Step", "file=ReadersWriters.java, line=85"
"Thread-8", "2021", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-7", "2022", "ReadersWriters.java:85", "Field Read", "context=Database:1, s1"
"Thread-8", "2023", "ReadersWriters.java:93", "Line Step", "file=ReadersWriters.java, line=93"
"Thread-8", "2024", "ReadersWriters.java:93", "Field Write", "context=Database:1, w=1"
"Thread-8", "2025", "ReadersWriters.java:94", "Line Step", "file=ReadersWriters.java, line=94"
"Thread-8", "2026", "ReadersWriters.java:94", "Field Read", "context=Database:1, s1"
"Thread-8", "2027", "ReadersWriters.java:95", "Line Step", "file=ReadersWriters.java, line=95"
"Thread-9", "2028", "ReadersWriters.java:91", "Line Step", "file=ReadersWriters.java, line=91"
"Thread-8", "2029", "ReadersWriters.java:98", "Line Step", "file=ReadersWriters.java, line=98"
"Thread-9", "2030", "ReadersWriters.java:91", "Field Read", "context=Database:1, ww"
"Thread-8", "2031", "ReadersWriters.java:98", "Method Exit", "returner=Database:1#request_write:14, value=<void>"
"Thread-9", "2032", "ReadersWriters.java:91", "Field Write", "context=Database:1, ww=2"
"Thread-8", "2033", "ReadersWriters.java:158", "Method Returned", ""
"Thread-8", "2034", "ReadersWriters.java:159", "Line Step", "file=ReadersWriters.java, line=159"
"Thread-9", "2035", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-8", "2036", "ReadersWriters.java:159", "Field Read", "context=Writer:4, d"
"Thread-9", "2037", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-8", "2038", "ReadersWriters.java:159", "Field Read", "context=Writer:4, x"
"Thread-9", "2039", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-8", "2040", "ReadersWriters.java:159", "Method Call", "caller=Writer:4#run:4, target=Database:1#write:14"
"Thread-8", "2041", "ReadersWriters.java:124", "Method Entered", ""
"Thread-8", "2042", "ReadersWriters.java:124", "Variable Write", "context=Database:1#write:14, x=1000"
"Thread-8", "2043", "ReadersWriters.java:125", "Line Step", "file=ReadersWriters.java, line=125"
"Thread-9", "2044", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-8", "2045", "ReadersWriters.java:125", "Field Read", "context=Database:1, data"
"Thread-9", "2046", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-8", "2047", "ReadersWriters.java:125", "Field Write", "context=Database:1, data=23333"
"Thread-9", "2048", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=3"
"Thread-8", "2049", "ReadersWriters.java:126", "Line Step", "file=ReadersWriters.java, line=126"
"Thread-9", "2050", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-8", "2051", "ReadersWriters.java:126", "Method Exit", "returner=Database:1#write:14, value=<void>"
"Thread-9", "2052", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-8", "2053", "ReadersWriters.java:159", "Method Returned", ""
"Thread-8", "2054", "ReadersWriters.java:160", "Line Step", "file=ReadersWriters.java, line=160"
"Thread-9", "2055", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-5", "2056", "ReadersWriters.java:91", "Line Step", "file=ReadersWriters.java, line=91"
"Thread-9", "2057", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-5", "2058", "ReadersWriters.java:91", "Field Read", "context=Database:1, ww"
"Thread-5", "2059", "ReadersWriters.java:91", "Field Write", "context=Database:1, ww=2"
"Thread-5", "2060", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-5", "2061", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-5", "2062", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-5", "2063", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-5", "2064", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-5", "2065", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=3"
"Thread-5", "2066", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-5", "2067", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-5", "2068", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-6", "2069", "ReadersWriters.java:91", "Line Step", "file=ReadersWriters.java, line=91"
"Thread-5", "2070", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-6", "2071", "ReadersWriters.java:91", "Field Read", "context=Database:1, ww"
"Thread-6", "2072", "ReadersWriters.java:91", "Field Write", "context=Database:1, ww=2"
"Thread-6", "2073", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-6", "2074", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-6", "2075", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-6", "2076", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-6", "2077", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-6", "2078", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=3"
"Thread-6", "2079", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-6", "2080", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-6", "2081", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-7", "2082", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-6", "2083", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-7", "2084", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-7", "2085", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-7", "2086", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-7", "2087", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-7", "2088", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=4"
"Thread-7", "2089", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-7", "2090", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-7", "2091", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-7", "2092", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-8", "2093", "ReadersWriters.java:162", "Line Step", "file=ReadersWriters.java, line=162"
"Thread-8", "2094", "ReadersWriters.java:162", "Field Read", "context=Writer:4, d"
"Thread-8", "2095", "ReadersWriters.java:162", "Method Call", "caller=Writer:4#run:4, target=Database:1#done_write:14"
"Thread-8", "2096", "ReadersWriters.java:100", "Method Entered", ""
"Thread-8", "2097", "ReadersWriters.java:102", "Line Step", "file=ReadersWriters.java, line=102"
"Thread-8", "2098", "ReadersWriters.java:102", "Field Read", "context=Database:1, s1"
"Thread-8", "2099", "ReadersWriters.java:103", "Line Step", "file=ReadersWriters.java, line=103"
"Thread-8", "2100", "ReadersWriters.java:103", "Field Write", "context=Database:1, w=0"
"Thread-8", "2101", "ReadersWriters.java:104", "Line Step", "file=ReadersWriters.java, line=104"
"Thread-8", "2102", "ReadersWriters.java:104", "Field Read", "context=Database:1, ww"
"Thread-8", "2103", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-8", "2104", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-8", "2105", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-8", "2106", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-8", "2107", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-9", "2108", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-8", "2109", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-9", "2110", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-8", "2111", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-8", "2112", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-8", "2113", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-5", "2114", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-8", "2115", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-5", "2116", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-8", "2117", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-8", "2118", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-8", "2119", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-6", "2120", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-8", "2121", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-6", "2122", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-8", "2123", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-8", "2124", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-8", "2125", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-7", "2126", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-8", "2127", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-7", "2128", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-8", "2129", "ReadersWriters.java:108", "Line Step", "file=ReadersWriters.java, line=108"
"Thread-8", "2130", "ReadersWriters.java:117", "Line Step", "file=ReadersWriters.java, line=117"
"Thread-8", "2131", "ReadersWriters.java:117", "Field Read", "context=Database:1, s1"
"Thread-8", "2132", "ReadersWriters.java:118", "Line Step", "file=ReadersWriters.java, line=118"
"Thread-9", "2133", "ReadersWriters.java:91", "Line Step", "file=ReadersWriters.java, line=91"
"Thread-8", "2134", "ReadersWriters.java:118", "Method Exit", "returner=Database:1#done_write:14, value=<void>"
"Thread-9", "2135", "ReadersWriters.java:91", "Field Read", "context=Database:1, ww"
"Thread-8", "2136", "ReadersWriters.java:162", "Method Returned", ""
"Thread-8", "2137", "ReadersWriters.java:157", "Line Step", "file=ReadersWriters.java, line=157"
"Thread-9", "2138", "ReadersWriters.java:91", "Field Write", "context=Database:1, ww=3"
"Thread-8", "2139", "ReadersWriters.java:157", "Variable Write", "context=Writer:4#run:4, i=3"
"Thread-8", "2140", "ReadersWriters.java:158", "Line Step", "file=ReadersWriters.java, line=158"
"Thread-9", "2141", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-8", "2142", "ReadersWriters.java:158", "Field Read", "context=Writer:4, d"
"Thread-9", "2143", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-8", "2144", "ReadersWriters.java:158", "Method Call", "caller=Writer:4#run:4, target=Database:1#request_write:19"
"Thread-8", "2145", "ReadersWriters.java:83", "Method Entered", ""
"Thread-8", "2146", "ReadersWriters.java:85", "Line Step", "file=ReadersWriters.java, line=85"
"Thread-9", "2147", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-8", "2148", "ReadersWriters.java:85", "Field Read", "context=Database:1, s1"
"Thread-9", "2149", "ReadersWriters.java:93", "Line Step", "file=ReadersWriters.java, line=93"
"Thread-9", "2150", "ReadersWriters.java:93", "Field Write", "context=Database:1, w=1"
"Thread-9", "2151", "ReadersWriters.java:94", "Line Step", "file=ReadersWriters.java, line=94"
"Thread-9", "2152", "ReadersWriters.java:94", "Field Read", "context=Database:1, s1"
"Thread-9", "2153", "ReadersWriters.java:95", "Line Step", "file=ReadersWriters.java, line=95"
"Thread-5", "2154", "ReadersWriters.java:91", "Line Step", "file=ReadersWriters.java, line=91"
"Thread-9", "2155", "ReadersWriters.java:98", "Line Step", "file=ReadersWriters.java, line=98"
"Thread-5", "2156", "ReadersWriters.java:91", "Field Read", "context=Database:1, ww"
"Thread-9", "2157", "ReadersWriters.java:98", "Method Exit", "returner=Database:1#request_write:15, value=<void>"
"Thread-5", "2158", "ReadersWriters.java:91", "Field Write", "context=Database:1, ww=2"
"Thread-9", "2159", "ReadersWriters.java:158", "Method Returned", ""
"Thread-9", "2160", "ReadersWriters.java:159", "Line Step", "file=ReadersWriters.java, line=159"
"Thread-5", "2161", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-9", "2162", "ReadersWriters.java:159", "Field Read", "context=Writer:5, d"
"Thread-5", "2163", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-9", "2164", "ReadersWriters.java:159", "Field Read", "context=Writer:5, x"
"Thread-5", "2165", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-9", "2166", "ReadersWriters.java:159", "Method Call", "caller=Writer:5#run:5, target=Database:1#write:15"
"Thread-9", "2167", "ReadersWriters.java:124", "Method Entered", ""
"Thread-9", "2168", "ReadersWriters.java:124", "Variable Write", "context=Database:1#write:15, x=10000"
"Thread-9", "2169", "ReadersWriters.java:125", "Line Step", "file=ReadersWriters.java, line=125"
"Thread-5", "2170", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-9", "2171", "ReadersWriters.java:125", "Field Read", "context=Database:1, data"
"Thread-5", "2172", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-9", "2173", "ReadersWriters.java:125", "Field Write", "context=Database:1, data=33333"
"Thread-5", "2174", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=3"
"Thread-9", "2175", "ReadersWriters.java:126", "Line Step", "file=ReadersWriters.java, line=126"
"Thread-5", "2176", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-9", "2177", "ReadersWriters.java:126", "Method Exit", "returner=Database:1#write:15, value=<void>"
"Thread-5", "2178", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-9", "2179", "ReadersWriters.java:159", "Method Returned", ""
"Thread-9", "2180", "ReadersWriters.java:160", "Line Step", "file=ReadersWriters.java, line=160"
"Thread-5", "2181", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-6", "2182", "ReadersWriters.java:91", "Line Step", "file=ReadersWriters.java, line=91"
"Thread-5", "2183", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-6", "2184", "ReadersWriters.java:91", "Field Read", "context=Database:1, ww"
"Thread-6", "2185", "ReadersWriters.java:91", "Field Write", "context=Database:1, ww=2"
"Thread-6", "2186", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-6", "2187", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-6", "2188", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-6", "2189", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-6", "2190", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-6", "2191", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=3"
"Thread-6", "2192", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-6", "2193", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-6", "2194", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-7", "2195", "ReadersWriters.java:91", "Line Step", "file=ReadersWriters.java, line=91"
"Thread-6", "2196", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-7", "2197", "ReadersWriters.java:91", "Field Read", "context=Database:1, ww"
"Thread-7", "2198", "ReadersWriters.java:91", "Field Write", "context=Database:1, ww=2"
"Thread-7", "2199", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-7", "2200", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-7", "2201", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-7", "2202", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-7", "2203", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-7", "2204", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=3"
"Thread-7", "2205", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-7", "2206", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-7", "2207", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-8", "2208", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"Thread-7", "2209", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-8", "2210", "ReadersWriters.java:86", "Field Read", "context=Database:1, r"
"Thread-8", "2211", "ReadersWriters.java:86", "Field Read", "context=Database:1, w"
"Thread-8", "2212", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"Thread-8", "2213", "ReadersWriters.java:87", "Field Read", "context=Database:1, ww"
"Thread-8", "2214", "ReadersWriters.java:87", "Field Write", "context=Database:1, ww=4"
"Thread-8", "2215", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"Thread-8", "2216", "ReadersWriters.java:88", "Field Read", "context=Database:1, s1"
"Thread-8", "2217", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"Thread-8", "2218", "ReadersWriters.java:89", "Field Read", "context=Database:1, s2_w"
"Thread-9", "2219", "ReadersWriters.java:162", "Line Step", "file=ReadersWriters.java, line=162"
"Thread-9", "2220", "ReadersWriters.java:162", "Field Read", "context=Writer:5, d"
"Thread-9", "2221", "ReadersWriters.java:162", "Method Call", "caller=Writer:5#run:5, target=Database:1#done_write:15"
"Thread-9", "2222", "ReadersWriters.java:100", "Method Entered", ""
"Thread-9", "2223", "ReadersWriters.java:102", "Line Step", "file=ReadersWriters.java, line=102"
"Thread-9", "2224", "ReadersWriters.java:102", "Field Read", "context=Database:1, s1"
"Thread-9", "2225", "ReadersWriters.java:103", "Line Step", "file=ReadersWriters.java, line=103"
"Thread-9", "2226", "ReadersWriters.java:103", "Field Write", "context=Database:1, w=0"
"Thread-9", "2227", "ReadersWriters.java:104", "Line Step", "file=ReadersWriters.java, line=104"
"Thread-9", "2228", "ReadersWriters.java:104", "Field Read", "context=Database:1, ww"
"Thread-9", "2229", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-9", "2230", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-9", "2231", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-9", "2232", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-9", "2233", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-5", "2234", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-9", "2235", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-5", "2236", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-9", "2237", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-9", "2238", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-9", "2239", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-6", "2240", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-9", "2241", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-6", "2242", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-9", "2243", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-9", "2244", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-9", "2245", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-7", "2246", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-9", "2247", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-7", "2248", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-9", "2249", "ReadersWriters.java:106", "Line Step", "file=ReadersWriters.java, line=106"
"Thread-9", "2250", "ReadersWriters.java:106", "Field Read", "context=Database:1, s2_w"
"Thread-9", "2251", "ReadersWriters.java:105", "Line Step", "file=ReadersWriters.java, line=105"
"Thread-8", "2252", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"Thread-9", "2253", "ReadersWriters.java:105", "Field Read", "context=Database:1, s2_w"
"Thread-8", "2254", "ReadersWriters.java:90", "Field Read", "context=Database:1, s1"
"Thread-9", "2255", "ReadersWriters.java:108", "Line Step", "file=ReadersWriters.java, line=108"
"Thread-9", "2256", "ReadersWriters.java:117", "Line Step", "file=ReadersWriters.java, line=117"
"Thread-9", "2257", "ReadersWriters.java:117", "Field Read", "context=Database:1, s1"
"Thread-9", "2258", "ReadersWriters.java:118", "Line Step", "file=ReadersWriters.java, line=118"
"Thread-5", "2259", "ReadersWriters.java:91", "Line Step", "file=ReadersWriters.java, line=91"
"Thread-9", "2260", "ReadersWriters.java:118", "Method Exit", "returner=Database:1#done_write:15, value=<void>"
"Thread-5", "2261", "ReadersWriters.java:91", "Field Read", "context=Database:1, ww"
"Thread-9", "2262", "ReadersWriters.java:162", "Method Returned", ""
"Thread-9", "2263", "ReadersWriters.java:157", "Line Step", "file=ReadersWriters.java, line=157"
"Thread-5", "2264", "ReadersWriters.java:91", "Field Write", "context=Database:1, ww=3"
"Thread-9", "2265", "ReadersWriters.java:157", "Variable Write", "context=Writer:5#run:5, i=3"
